Traffic_Level,Distance_km,Weather_Index,Rider_Age,Multiple_Deliveries,Hour_of_Day,Is_Festival,Actual_Time_mins,Estimated_mins,Delay_mins,Is_Delayed
4,4.46,4,31,1,8,0,29.7,28.6,1.1,1
4,4.05,3,33,1,15,0,29.5,34.7,-5.2,0
3,4.84,4,24,0,21,0,34.4,34.8,-0.4,0
2,3.52,5,24,0,21,0,26.6,23.5,3.1,1
1,2.02,3,24,1,21,0,21.9,21.6,0.3,1
2,6.09,1,34,0,2,1,34.3,38.6,-4.3,0
3,14.99,2,23,0,5,1,53.4,62.2,-8.8,0
2,6.34,1,23,0,9,0,25.7,22.1,3.6,1
2,6.91,2,23,1,10,0,30,29.6,0.4,1
1,14.18,1,24,0,13,1,48.2,53.9,-5.7,0
3,5.33,1,30,1,14,0,23.5,25.8,-2.3,0
1,3.89,3,29,0,14,0,15.8,16.9,-1.1,0
1,7.17,4,38,1,15,0,23.1,22.5,0.6,1
1,5.88,2,34,0,19,1,24.7,21.6,3.1,1
2,5.18,2,25,0,19,0,28.6,31.4,-2.8,0
3,6.8,4,30,0,19,0,31.6,31.4,0.2,1
2,5.24,5,23,1,20,0,39.2,43.6,-4.4,0
2,4.08,2,35,0,0,0,20.6,20.3,0.3,1
2,2.57,1,30,0,0,0,15,17.9,-2.9,0
1,3.73,3,38,1,7,0,20.6,21.4,-0.8,0
2,4.25,5,36,0,10,0,28.4,32.8,-4.4,0
3,6.95,5,35,1,13,0,40,46.7,-6.7,0
2,5.36,1,33,0,14,0,16.2,16.3,-0.1,0
3,4.15,1,22,0,15,0,26.4,29.5,-3.1,0
2,3.12,2,27,1,16,0,21.3,20.4,0.9,1
3,6.16,4,36,0,18,0,30.3,32.8,-2.5,0
1,10.68,4,22,0,21,0,33.5,32.7,0.8,1
3,4.11,1,36,0,23,0,24.2,22.6,1.6,1
4,10.94,1,26,1,0,0,45.6,47.9,-2.3,0
3,4.39,2,27,0,2,1,29.1,30.9,-1.8,0
1,21.22,4,29,1,2,1,64.7,64.7,0,0
4,4.94,4,28,0,3,0,30.2,28.1,2.1,1
1,9.77,1,33,1,5,0,27.7,26.4,1.3,1
2,7.67,1,31,1,8,1,44.4,37.8,6.6,1
4,5.6,2,21,0,9,0,29.5,35.2,-5.7,0
2,3.53,1,28,0,13,0,20.4,22.4,-2,0
1,6.92,4,27,0,19,0,26.6,31,-4.4,0
2,10.07,2,22,0,23,0,32,34.3,-2.3,0
2,5.68,2,30,0,1,0,24.9,21.4,3.5,1
1,5.4,1,28,0,3,0,14.1,12,2.1,1
4,15.48,1,35,0,6,0,47,53.8,-6.8,0
2,4.01,1,39,1,9,0,17,15.6,1.4,1
1,5.22,2,19,0,11,0,15.6,13.5,2.1,1
2,4.5,4,22,0,11,0,20.4,22.2,-1.8,0
4,15.14,2,32,0,15,0,40.2,43.3,-3.1,0
1,9.9,2,29,0,19,0,31,32.5,-1.5,0
3,7.2,2,27,0,20,1,35.2,40.2,-5,0
3,5.11,2,27,0,21,1,41.8,43.6,-1.8,0
4,11.09,2,24,1,2,0,44.2,43.3,0.9,1
3,8.86,1,31,0,6,0,23.5,25.3,-1.8,0
3,7.33,5,37,1,8,0,34,37.7,-3.7,0
4,5.69,1,36,0,15,0,23.3,21.9,1.4,1
2,6.76,5,30,1,19,1,42.5,45,-2.5,0
2,2.47,3,29,1,21,0,27.6,26.1,1.5,1
2,1.69,1,18,1,22,0,24.3,27.7,-3.4,0
3,8.21,1,30,0,23,0,29.2,28.2,1,1
2,12.38,3,28,1,8,0,38.2,43.5,-5.3,0
2,4.45,2,26,1,11,0,28.2,26.4,1.8,1
1,13.06,4,30,0,15,0,35.7,31.8,3.9,1
1,8.59,4,29,1,15,0,26.6,27.5,-0.9,0
3,12.48,3,33,0,1,0,45.7,40.1,5.6,1
3,12.42,4,18,0,7,0,39.2,46.3,-7.1,0
2,5.23,1,27,0,9,0,22.2,24.6,-2.4,0
3,7.85,4,26,0,19,0,41.3,40,1.3,1
2,6.56,1,28,0,0,0,26.7,23.5,3.2,1
3,3.9,4,25,1,2,0,29.7,28.5,1.2,1
3,7.03,3,19,0,3,0,33.9,32.1,1.8,1
1,4.92,4,24,0,3,0,23.7,25.4,-1.7,0
3,9.38,4,29,0,4,0,31.5,30.7,0.8,1
3,7.52,1,22,1,5,0,31.9,32.3,-0.4,0
2,6.36,2,26,1,8,0,30.5,33,-2.5,0
2,12.16,2,26,0,8,0,41.9,42.6,-0.7,0
2,7.73,5,26,0,15,1,36.7,42.2,-5.5,0
2,13.58,4,38,1,16,1,49,53.4,-4.4,0
2,1.89,2,31,1,20,0,21.8,22.8,-1,0
2,8.89,1,29,1,1,0,29.9,35.3,-5.4,0
2,2.85,2,25,0,5,1,26.5,23.2,3.3,1
2,7.88,1,31,1,6,1,37.9,33.1,4.8,1
1,3.83,1,29,1,7,0,25.6,28,-2.4,0
2,5.73,4,31,1,8,0,28,31.7,-3.7,0
4,6.87,1,28,1,8,0,36,30.8,5.2,1
2,12.13,4,27,1,9,0,40.8,42.1,-1.3,0
2,6.08,1,25,0,10,0,25.9,22.3,3.6,1
3,11.52,2,28,1,10,0,36.8,42,-5.2,0
3,8.65,3,37,0,13,0,39.9,40.7,-0.8,0
3,3.81,1,37,0,15,0,16.9,19,-2.1,0
1,4.72,2,27,1,23,0,20.8,18.2,2.6,1
2,1.28,1,22,0,14,0,15.7,14.3,1.4,1
3,4.28,1,31,1,14,0,27.4,29.9,-2.5,0
1,7.02,5,27,0,18,1,32.6,30.9,1.7,1
3,5.85,2,26,1,20,1,46.2,53.3,-7.1,0
2,3.92,5,24,0,0,0,22.8,26.4,-3.6,0
4,4.33,5,20,0,3,0,27.7,29.1,-1.4,0
3,6.58,4,22,1,3,1,41.3,36.3,5,1
2,6.27,1,28,0,4,1,32.2,30.6,1.6,1
3,2.02,3,22,0,6,0,14.9,14.7,0.2,1
3,3.82,2,22,0,8,0,21.4,19.2,2.2,1
3,5.84,4,28,0,8,0,25.3,30.3,-5,0
1,9.36,4,24,0,13,1,40.2,42.2,-2,0
2,2.17,1,29,0,20,0,20.6,22.4,-1.8,0
3,5.83,1,35,0,20,0,25.3,22.6,2.7,1
1,3.17,1,19,0,5,1,20.3,20.3,0,0
1,9,2,36,0,5,1,32.4,37.8,-5.4,0
2,4.84,2,21,0,11,0,22.8,23.5,-0.7,0
3,4.97,4,31,0,12,0,28.7,28.7,0,0
3,3.98,4,28,0,20,0,34.3,41.1,-6.8,0
2,2.78,4,37,0,1,0,18.5,15.8,2.7,1
2,3.19,2,26,0,4,0,18.8,21.1,-2.3,0
1,4.83,1,28,0,4,0,21.9,20.2,1.7,1
3,7.9,1,30,1,7,1,39.6,35.2,4.4,1
1,7.22,4,27,1,11,0,27.3,29.2,-1.9,0
3,14.61,4,28,1,12,1,64.1,75.5,-11.4,0
3,6.91,4,27,0,13,0,34.7,34.5,0.2,1
3,4.72,4,27,1,15,0,35,41.8,-6.8,0
2,7.94,2,29,1,15,1,34.7,37.7,-3,0
3,5.11,1,35,0,7,1,28,32,-4,0
3,11.83,1,25,1,8,0,40.1,43.7,-3.6,0
2,6.27,1,27,0,8,1,32.6,36.7,-4.1,0
4,19.63,5,23,0,10,0,61.1,68.9,-7.8,0
2,1.94,1,33,0,19,0,20.9,23.4,-2.5,0
3,3.2,4,29,1,23,1,35,39.9,-4.9,0
3,8.79,1,27,1,0,0,37.8,38.2,-0.4,0
2,8.25,5,33,1,1,0,31.2,30.7,0.5,1
3,6.02,1,29,0,2,0,29.8,30.1,-0.3,0
1,2.1,1,23,0,7,0,8.8,9.2,-0.4,0
2,3.94,5,29,0,8,0,19.9,23.6,-3.7,0
2,10.27,4,22,0,12,0,43.1,36.8,6.3,1
2,9.99,1,33,0,12,0,36.4,36.7,-0.3,0
2,4.62,2,42,0,13,0,26.2,27.6,-1.4,0
2,4.9,4,26,1,16,1,38.6,39.9,-1.3,0
3,2.76,2,29,0,17,0,17.2,16.7,0.5,1
3,5.74,1,23,1,20,0,33.7,33.4,0.3,1
4,7.4,1,36,0,21,0,35.4,39.9,-4.5,0
4,8.16,1,26,0,22,1,39.6,35.9,3.7,1
3,16.45,1,28,0,23,0,44.9,48.2,-3.3,0
4,12.27,1,22,0,0,1,49.9,49.1,0.8,1
3,9.25,3,34,0,0,0,33.5,33.5,0,0
4,3.26,2,25,0,1,0,24.3,23.2,1.1,1
2,6.18,1,26,0,2,1,32,31.1,0.9,1
1,8.91,2,25,0,3,0,23.4,24.9,-1.5,0
4,3.94,1,25,1,6,1,32.4,34.1,-1.7,0
4,3.63,4,29,1,7,0,30.9,31.3,-0.4,0
1,2.8,3,26,0,10,0,16.2,19.2,-3,0
3,5.98,2,27,0,11,1,30.5,35.3,-4.8,0
4,3.66,2,26,0,11,0,23.9,26.7,-2.8,0
3,3.88,4,27,0,13,0,23.8,26.1,-2.3,0
2,4.68,3,30,0,15,0,20.3,20.5,-0.2,0
2,5.92,5,33,1,17,0,30.8,29.6,1.2,1
3,7.08,1,31,0,20,0,30.8,29.9,0.9,1
1,3.95,1,35,0,20,0,17.6,19.9,-2.3,0
2,5.55,1,25,0,0,1,22.1,25.4,-3.3,0
2,9.98,3,31,1,4,0,33.8,39.6,-5.8,0
2,8.14,2,27,0,4,0,28.7,30.5,-1.8,0
4,21.43,3,26,1,7,0,66.7,65.6,1.1,1
3,4,4,26,0,8,1,34.2,36.7,-2.5,0
1,6.38,1,27,0,11,0,19.5,16.8,2.7,1
1,5.86,2,30,1,15,1,24.9,26,-1.1,0
3,16.01,5,30,0,17,1,59.6,51.9,7.7,1
3,4.63,1,26,1,18,0,29.3,34.7,-5.4,0
1,4.21,4,34,1,19,0,28.4,31.4,-3,0
1,9.51,1,26,0,22,0,23.8,25.7,-1.9,0
2,11.02,1,32,1,23,0,38.9,45.4,-6.5,0
4,9.83,4,33,1,3,0,46.7,50.6,-3.9,0
3,3.73,4,33,1,4,0,29.6,31.2,-1.6,0
3,5.1,1,31,1,7,0,31.6,35.1,-3.5,0
2,20.44,1,28,0,8,1,61.4,67.3,-5.9,0
1,2.38,3,34,0,14,0,13.2,11.9,1.3,1
2,15.06,1,23,0,20,1,51.1,49.3,1.8,1
2,9.09,1,26,0,1,1,34.3,33.1,1.2,1
1,4.44,1,23,0,2,0,12.9,11,1.9,1
2,5.24,4,21,0,2,0,22.7,19.8,2.9,1
1,3.68,2,31,1,3,0,16.9,16.8,0.1,1
2,5.03,5,20,0,4,0,24.4,27.1,-2.7,0
1,7.37,5,20,0,6,0,22.4,20.5,1.9,1
2,8.38,2,33,1,6,1,40.3,36.9,3.4,1
1,2.26,3,28,0,12,0,15.4,14.1,1.3,1
3,5.06,1,30,0,13,0,29,34.7,-5.7,0
2,5.14,4,29,0,13,0,29.2,29,0.2,1
1,4.22,2,32,1,13,0,21.5,25.6,-4.1,0
3,9.07,1,21,0,15,1,38.7,36.4,2.3,1
2,10.53,1,24,0,16,1,39.4,41.9,-2.5,0
1,8.2,4,34,1,18,0,31.9,32.8,-0.9,0
1,3.87,2,28,0,18,1,20.4,17.6,2.8,1
4,6.23,3,31,1,18,0,41.3,36.8,4.5,1
2,8.05,1,31,0,19,0,25.4,25.2,0.2,1
2,7.45,1,31,0,20,0,31.1,28.8,2.3,1
3,3.22,1,29,0,1,1,30.8,36.5,-5.7,0
1,5.27,2,24,1,12,0,21.4,20.3,1.1,1
3,4.26,1,28,1,18,0,24,26.7,-2.7,0
2,6.18,5,25,1,1,0,31.4,27.5,3.9,1
3,5.96,1,27,0,5,0,30.2,31.2,-1,0
2,3.83,2,23,0,6,0,15.7,16.1,-0.4,0
3,19.32,2,29,1,6,0,55.7,61.9,-6.2,0
4,12.26,1,36,0,7,0,44.1,37.5,6.6,1
2,11.47,1,25,0,8,0,33.7,30.5,3.2,1
1,2.88,1,29,0,10,0,9.7,8.8,0.9,1
1,9.97,1,30,0,16,0,20.6,17.8,2.8,1
2,4.82,1,30,0,19,0,24.7,26.6,-1.9,0
3,6.3,2,25,0,19,0,29.9,33.1,-3.2,0
2,1.67,3,27,1,20,0,26.6,23.3,3.3,1
2,5.2,2,27,1,23,0,27.7,24.4,3.3,1
1,7.83,5,29,0,1,0,27.7,28.4,-0.7,0
2,2.15,2,18,0,3,0,14.6,14.2,0.4,1
1,5.96,3,35,0,4,0,17.9,19.6,-1.7,0
4,4.74,4,26,0,4,0,30.5,36.2,-5.7,0
1,15.25,3,32,0,5,1,49.2,54.5,-5.3,0
2,5.66,2,23,0,5,0,17.5,19.5,-2,0
4,4.99,1,28,0,6,1,34.7,36.2,-1.5,0
4,7.05,2,21,0,10,0,28.4,26.3,2.1,1
1,3.73,1,27,0,13,0,22.4,26.1,-3.7,0
2,7.35,3,23,1,19,1,49.6,49.3,0.3,1
2,7.02,1,37,0,21,0,21.8,19.6,2.2,1
2,2.24,3,21,0,0,0,13.8,12.2,1.6,1
3,5.27,1,26,0,6,0,23.2,21.3,1.9,1
1,4.56,3,23,1,6,0,22.7,20.4,2.3,1
3,4.81,1,20,0,12,1,33.3,33.9,-0.6,0
4,4.35,5,34,0,16,1,34.9,35.2,-0.3,0
2,11.73,1,28,0,22,0,34.4,40.1,-5.7,0
3,4.45,3,28,0,23,0,25.5,24.8,0.7,1
1,8.23,5,29,0,7,1,35.2,32,3.2,1
2,10.64,4,31,1,13,0,38.2,43.1,-4.9,0
2,4.35,5,24,0,15,0,25.4,27.2,-1.8,0
2,5.51,4,25,1,17,0,33.4,37.6,-4.2,0
3,2.13,1,29,0,17,0,15,12.8,2.2,1
1,7.07,2,23,1,18,0,25.9,30.6,-4.7,0
2,3.68,2,21,1,2,0,22.8,22.6,0.2,1
2,9.36,2,22,0,4,0,33.4,35.5,-2.1,0
1,7.04,1,28,0,6,1,26.9,23.5,3.4,1
2,8,3,33,0,10,0,26.8,29.7,-2.9,0
3,9.34,1,26,1,12,0,45.7,45.6,0.1,1
2,5.75,5,29,0,15,0,23.7,27.4,-3.7,0
2,6.65,1,27,1,17,0,30,33.7,-3.7,0
1,8.06,1,33,0,21,0,25,28.7,-3.7,0
4,5.26,1,25,0,22,0,25.6,25.2,0.4,1
2,4.58,2,18,0,0,1,30.7,35.5,-4.8,0
1,9.21,2,24,0,4,0,25.2,29.1,-3.9,0
2,6.13,2,35,1,14,0,27.6,25.8,1.8,1
3,8.79,1,39,0,18,0,28.6,31.6,-3,0
2,7.31,2,29,1,3,1,34.2,32.1,2.1,1
3,4.83,1,23,0,12,0,25,26.9,-1.9,0
1,5.71,1,33,1,19,0,28.9,27.1,1.8,1
3,7.2,1,30,0,20,0,29.2,32.1,-2.9,0
3,5.77,1,37,1,22,0,32.1,31.8,0.3,1
2,4.63,2,22,0,1,0,15.3,15.6,-0.3,0
3,2.69,4,36,0,5,0,23.6,21,2.6,1
3,9.32,1,33,0,12,0,32.1,30.8,1.3,1
3,3.92,1,31,0,15,0,20.5,18.1,2.4,1
2,4.88,2,27,1,16,1,28.9,26.9,2,1
2,5.11,1,28,1,18,1,33.4,38.9,-5.5,0
2,7.46,4,32,1,19,0,33.8,29.9,3.9,1
2,5.77,1,24,0,19,0,28.3,34,-5.7,0
1,5.03,1,22,0,19,0,21,22.9,-1.9,0
1,4.13,1,27,0,1,1,23.7,28,-4.3,0
2,8.73,1,34,0,3,1,34.4,30,4.4,1
3,6.35,4,28,1,4,1,40.3,44.4,-4.1,0
2,20.98,3,30,0,7,0,52.7,48.3,4.4,1
3,2.21,1,29,1,8,0,18.3,17.7,0.6,1
4,13.54,4,32,1,8,0,54.5,53.2,1.3,1
3,3.98,1,26,0,11,0,23.7,21.7,2,1
2,5.3,2,31,0,11,0,10.5,9.6,0.9,1
3,8.68,4,28,0,5,1,36.4,37.1,-0.7,0
2,8.32,3,23,0,5,1,28.8,29.9,-1.1,0
4,6.97,2,30,1,9,0,41.5,40,1.5,1
3,4.98,1,36,0,11,0,26.8,23.1,3.7,1
2,4.42,2,34,0,11,0,21.8,25.4,-3.6,0
1,24.39,4,31,1,13,1,72,74.2,-2.2,0
1,1.34,1,24,0,21,0,12.6,14.5,-1.9,0
2,7.31,5,24,0,21,0,33.3,35.3,-2,0
3,7.47,1,29,1,23,0,34.6,36.6,-2,0
1,5.84,4,22,1,11,0,27.8,28.3,-0.5,0
2,6.56,1,21,0,16,0,27.3,24.7,2.6,1
2,7.39,2,33,1,16,0,29.1,26.4,2.7,1
3,7.11,2,36,1,19,0,32.6,36,-3.4,0
3,7.59,5,29,0,0,0,34.1,40.6,-6.5,0
3,15.5,4,27,1,0,0,53.3,56.7,-3.4,0
2,3.22,1,25,1,2,0,19.4,18.5,0.9,1
1,5.79,3,25,0,5,0,21.3,21.5,-0.2,0
3,5.13,1,22,1,5,0,27.9,24.8,3.1,1
2,6.51,1,26,1,9,1,32.2,32.3,-0.1,0
1,5.9,5,36,0,14,0,19.4,19.6,-0.2,0
3,3.46,2,36,1,15,0,25.1,24.5,0.6,1
2,5.03,1,34,0,17,1,26.9,29.4,-2.5,0
2,6.87,4,27,0,21,0,30.8,27.6,3.2,1
1,5.85,4,32,0,0,1,26.4,31,-4.6,0
3,8.19,2,35,0,4,0,22.8,24.6,-1.8,0
4,8.68,3,34,1,9,0,37.7,37.6,0.1,1
2,4.72,1,25,1,11,0,24.2,27.1,-2.9,0
1,3.89,2,33,0,11,0,14,13.8,0.2,1
2,4.88,1,21,1,15,0,23.6,20.1,3.5,1
2,5.34,1,24,0,17,0,21,23.4,-2.4,0
3,3.13,3,30,1,21,0,30.9,36.6,-5.7,0
2,3,4,31,1,0,0,28.1,30.7,-2.6,0
3,3.46,4,28,0,3,0,25.5,22.6,2.9,1
3,10.24,1,23,1,5,0,42.5,47.4,-4.9,0
2,8.47,4,35,1,9,0,43.2,49.7,-6.5,0
2,9.5,2,32,0,15,0,25.6,26.4,-0.8,0
4,4.91,4,23,1,16,0,39.1,45.6,-6.5,0
2,3.64,3,26,1,17,1,26.5,28.6,-2.1,0
2,6.65,4,25,0,20,0,30.4,28.5,1.9,1
1,11.08,1,24,1,6,0,26.4,22.5,3.9,1
2,5.36,5,30,0,19,0,28.3,31.5,-3.2,0
3,7.17,2,28,1,22,1,41.2,45.6,-4.4,0
1,6.91,1,27,0,6,1,22.9,23.9,-1,0
2,9.4,1,32,1,7,0,30.1,35,-4.9,0
3,5.23,5,27,1,13,0,33.8,39.3,-5.5,0
3,6.98,2,32,0,15,0,28.8,30.6,-1.8,0
2,4.63,2,30,1,15,0,23.1,26,-2.9,0
3,7.9,2,28,0,16,0,25.5,30.5,-5,0
3,4.16,1,27,1,17,0,28.6,25.2,3.4,1
2,6.4,2,28,0,18,0,19.7,23.4,-3.7,0
2,11.2,1,18,0,23,1,40.3,36.1,4.2,1
2,5.66,2,32,0,23,1,27.8,24.7,3.1,1
3,17.85,4,32,1,6,0,61,70.9,-9.9,0
1,5.18,4,31,1,8,0,29.2,33.5,-4.3,0
3,7.88,2,21,0,9,0,28.1,24.4,3.7,1
4,3.17,2,35,1,11,1,37.5,44,-6.5,0
2,5.68,1,33,0,16,0,16.2,18.2,-2,0
2,3.06,1,33,1,19,1,29.5,32.8,-3.3,0
1,4.16,1,27,0,3,0,11.9,11.9,0,0
2,3.27,5,33,1,3,1,32,33.8,-1.8,0
2,2.57,1,27,0,7,0,11.6,12.2,-0.6,0
1,5.12,3,36,1,8,0,20.7,17.8,2.9,1
4,2.41,4,21,1,11,0,33.2,28.4,4.8,1
3,5.22,3,34,0,11,0,23.9,24.8,-0.9,0
3,10.11,1,28,1,14,0,39.5,35.9,3.6,1
3,6.61,4,32,1,19,0,38.1,40.7,-2.6,0
3,3.72,1,25,1,19,0,30,35.4,-5.4,0
2,3.72,2,39,0,0,0,17.3,18.6,-1.3,0
2,8.83,2,33,0,2,1,32.4,30.2,2.2,1
3,2.32,5,35,0,2,0,23.8,22.4,1.4,1
3,5.85,1,29,1,4,0,28.5,31.5,-3,0
4,2.82,4,24,0,6,0,30.8,35.9,-5.1,0
2,6.37,2,27,0,17,0,29.1,26,3.1,1
4,2.66,2,26,0,20,0,27.7,26.2,1.5,1
2,7.2,4,28,0,23,1,30.2,28.6,1.6,1
1,3.46,1,29,0,2,0,9.7,11.5,-1.8,0
2,7.41,2,28,0,8,0,24.6,21.3,3.3,1
4,11.2,1,34,1,8,0,48.6,56.2,-7.6,0
1,2.77,5,28,0,15,1,24.1,25.7,-1.6,0
4,3.96,1,29,0,15,1,32.7,33.2,-0.5,0
1,3.37,3,25,0,16,1,20.6,19.7,0.9,1
1,6.62,4,31,0,17,0,23.1,21.9,1.2,1
4,9.84,1,28,0,18,0,35.8,41.2,-5.4,0
2,6.55,2,36,1,20,1,41.2,43.2,-2,0
4,25,5,24,0,21,0,75.3,89,-13.7,0
2,5.75,1,29,0,2,0,21.5,19.7,1.8,1
1,6.53,3,25,0,3,0,18.7,21.8,-3.1,0
2,5.61,5,30,0,3,0,28.7,30.2,-1.5,0
2,8.23,3,36,0,4,0,31.8,28.7,3.1,1
1,5.63,5,34,0,6,0,23.4,25.9,-2.5,0
3,5.34,4,27,0,9,1,40,45.6,-5.6,0
1,4.73,2,34,1,11,1,26.2,23.5,2.7,1
3,4.09,1,20,0,18,0,14.7,13.2,1.5,1
3,11.83,1,34,0,19,0,41.5,45.9,-4.4,0
2,8.24,4,33,0,21,0,34,29.1,4.9,1
1,11.98,1,26,0,22,1,34.7,35.9,-1.2,0
2,4.7,1,27,0,0,0,24.3,28.2,-3.9,0
2,7.01,2,28,0,1,0,23.5,20.6,2.9,1
2,7.29,5,22,1,2,0,34,29.6,4.4,1
2,2.67,2,28,0,6,0,14.6,13.4,1.2,1
3,9.89,1,29,1,7,0,39.7,46.6,-6.9,0
3,6.22,5,29,0,9,0,29.8,28.3,1.5,1
1,7.75,1,30,0,10,0,22.7,25.1,-2.4,0
2,8.33,2,25,1,10,0,35.8,39.2,-3.4,0
3,6.62,4,27,0,18,1,40.4,41.8,-1.4,0
2,2.93,1,23,0,1,0,14.9,16,-1.1,0
1,8.47,4,35,0,1,0,26.5,30.9,-4.4,0
3,8.56,2,34,0,2,0,27.8,25,2.8,1
2,5.51,1,27,1,6,1,31.9,28.5,3.4,1
2,8.81,2,25,0,7,0,31,29.9,1.1,1
1,6.19,1,26,1,8,0,22.1,26.4,-4.3,0
1,2.63,2,34,0,9,0,18,18.4,-0.4,0
4,8.3,4,27,0,13,0,43.6,37.2,6.4,1
3,7.12,2,18,1,13,1,41.9,39.2,2.7,1
2,10.45,4,36,0,14,0,34.7,30.3,4.4,1
2,3.3,2,33,1,15,0,22.1,25,-2.9,0
2,4.19,1,28,1,16,0,25,29.4,-4.4,0
4,3.12,1,23,0,18,1,26.2,24.7,1.5,1
2,4.19,2,23,0,18,0,14.3,14.3,0,0
2,8.35,3,30,1,22,1,43.1,37.9,5.2,1
1,9.26,4,31,0,0,0,32.2,30.3,1.9,1
2,5.24,1,33,0,0,0,17.5,17.2,0.3,1
2,4.39,1,33,1,6,0,20.7,20.1,0.6,1
3,3.48,1,28,0,11,0,23.1,21.3,1.8,1
2,15.13,4,30,0,20,1,57.6,49.9,7.7,1
3,9.87,1,27,1,22,0,39.1,46.1,-7,0
2,3.48,5,32,1,22,1,31.1,35.2,-4.1,0
2,6.51,1,25,0,22,0,20.5,19,1.5,1
3,5.39,1,25,0,0,0,24.6,25,-0.4,0
3,6.11,4,25,0,1,1,38.6,42.2,-3.6,0
3,7.26,2,26,0,2,0,23.3,24.5,-1.2,0
2,18.06,1,25,0,3,0,45.9,45.8,0.1,1
2,10.35,1,25,0,5,0,33.9,29.6,4.3,1
2,7.38,4,33,1,6,1,35.7,31.3,4.4,1
2,3.8,1,35,1,7,0,20,23.8,-3.8,0
2,13.32,1,38,0,8,0,35.2,32.3,2.9,1
3,8.3,1,27,1,12,0,31.4,37.3,-5.9,0
3,7.06,2,37,0,15,0,28.4,25.5,2.9,1
2,5.07,1,22,1,15,0,26.1,28.4,-2.3,0
3,2.88,5,36,0,17,0,24.3,23.5,0.8,1
1,9.53,5,29,1,19,0,42.7,48.7,-6,0
3,5.62,1,30,0,19,0,27.9,29.5,-1.6,0
4,10.65,4,28,0,21,0,47.2,40.1,7.1,1
3,10.39,1,31,0,21,1,38.2,43.7,-5.5,0
1,5.85,1,35,0,23,0,16.3,17.9,-1.6,0
4,4.85,1,30,0,3,0,23.8,20.9,2.9,1
2,12.36,1,30,0,7,1,47.1,47.9,-0.8,0
3,8.21,4,26,1,10,0,39.1,34.4,4.7,1
3,6.75,3,30,1,12,0,40.2,35.9,4.3,1
2,11.58,2,25,0,13,0,46.2,54.9,-8.7,0
1,16.24,1,29,1,14,0,44.4,43,1.4,1
2,2.98,1,22,0,17,0,10.1,9.5,0.6,1
2,7.27,1,36,0,0,1,29.8,28.3,1.5,1
1,10.32,2,25,1,0,0,29.2,25.4,3.8,1
1,4.37,1,22,0,1,0,8.3,7.4,0.9,1
2,4.66,1,24,0,4,0,18.3,17.5,0.8,1
3,3.12,5,20,1,9,0,31.8,32.6,-0.8,0
1,5.85,4,35,0,15,1,24.4,29.1,-4.7,0
2,4.39,2,29,0,19,0,23.9,20.7,3.2,1
2,3.35,1,32,0,19,0,19.1,19.4,-0.3,0
4,14.37,2,30,0,21,0,45.7,40.9,4.8,1
1,3.31,2,29,0,2,0,17.8,18.7,-0.9,0
1,6.21,2,26,0,2,1,31.3,34.5,-3.2,0
3,6.33,1,25,0,4,0,22.8,22.3,0.5,1
3,7.99,4,25,0,6,1,40.6,35.7,4.9,1
3,3.47,1,23,0,11,0,20.4,23.2,-2.8,0
3,7.11,2,30,0,12,0,27.8,23.9,3.9,1
3,19.38,1,36,0,13,0,46.8,50.4,-3.6,0
3,12.73,2,27,1,19,0,45.9,50.9,-5,0
2,4.21,4,29,0,20,1,31.4,30.7,0.7,1
3,5.25,1,32,0,21,1,30.1,27,3.1,1
2,7.03,1,23,0,23,0,27.8,25.6,2.2,1
1,8.67,1,29,0,3,0,25.2,25.9,-0.7,0
2,7.44,1,27,1,3,0,29.6,28,1.6,1
3,5.48,2,26,1,6,0,36.2,39,-2.8,0
2,8.96,4,31,0,6,0,32.3,34.1,-1.8,0
2,4.6,2,33,1,7,1,29.3,26.1,3.2,1
3,6.43,5,30,1,10,0,38,40.8,-2.8,0
3,7.13,1,27,1,10,0,29.8,31.2,-1.4,0
3,6.26,1,27,1,14,0,33.5,30.9,2.6,1
2,9.26,1,32,0,14,0,26.3,24.2,2.1,1
2,4.17,2,26,1,17,0,25.8,30.6,-4.8,0
4,4.47,4,29,0,21,1,32.4,29.3,3.1,1
3,6.88,5,23,1,2,0,36.4,31.6,4.8,1
2,4.81,3,24,1,16,0,21.9,24.5,-2.6,0
1,8.22,2,21,1,16,0,24.9,26.8,-1.9,0
3,3.27,2,25,1,17,0,27.4,25.4,2,1
2,5.2,1,25,0,18,0,16.1,13.9,2.2,1
3,2.36,5,26,0,23,0,24.3,24.5,-0.2,0
3,15.45,1,37,0,0,0,40.2,35.6,4.6,1
3,6.98,2,33,0,1,1,32.7,38.5,-5.8,0
1,6.67,1,32,0,1,0,18.3,16.5,1.8,1
3,4.94,4,25,1,2,0,33.4,37.5,-4.1,0
2,5.3,4,26,0,3,0,20,17.2,2.8,1
2,2.47,1,27,0,4,0,14,15.8,-1.8,0
2,5.82,1,32,1,4,0,24,26.2,-2.2,0
2,5.07,5,25,0,9,0,21.6,19.4,2.2,1
4,7.51,1,31,1,14,0,35.3,32.6,2.7,1
4,4.52,2,23,1,15,0,34,36.9,-2.9,0
1,7.16,3,21,1,17,1,39.6,45.3,-5.7,0
1,6.88,1,29,0,21,0,18.7,21.7,-3,0
2,13.94,1,39,0,22,0,32.5,29.4,3.1,1
